-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1.815,-0.003,-0.066,
1.797,0.015,-0.066,
1.798,0.033,-0.066,
1.793,0.051,-0.066,
1.789,0.069,-0.066,
1.783,0.087,-0.066,
1.798,0.105,-0.066,
0,0,0,
0,0,0,
1.814,0.159,-0.065,
1.817,0.176,-0.065,
1.817,0.193,-0.065,
1.813,0.21,-0.065,
1.807,0.226,-0.065,
1.807,0.243,-0.065,
1.804,0.259,-0.065,
1.803,0.275,-0.065,
1.803,0.291,-0.064,
1.804,0.308,-0.064,
1.801,0.324,-0.064,
1.802,0.34,-0.064,
1.804,0.357,-0.064,
1.8,0.372,-0.064,
1.796,0.387,-0.064,
1.79,0.402,-0.064,
1.784,0.417,-0.064,
1.741,0.422,-0.064,
1.748,0.439,-0.064,
1.648,0.429,-0.064,
1.637,0.441,-0.064,
1.592,0.443,-0.065,
1.545,0.444,-0.065,
1.527,0.452,-0.065,
1.489,0.454,-0.065,
1.47,0.462,-0.065,
1.465,0.474,-0.065,
1.45,0.482,-0.065,
1.435,0.49,-0.065,
1.422,0.499,-0.065,
1.414,0.509,-0.065,
1.594,0.588,-0.063,
1.584,0.599,-0.063,
1.574,0.61,-0.063,
1.566,0.622,-0.063,
1.559,0.633,-0.063,
1.554,0.646,-0.063,
1.552,0.66,-0.063,
1.553,0.675,-0.062,
1.555,0.691,-0.062,
1.559,0.707,-0.062,
1.559,0.723,-0.062,
1.557,0.737,-0.062,
1.55,0.749,-0.061,
1.545,0.761,-0.061,
1.534,0.771,-0.061,
1.525,0.782,-0.061,
1.518,0.794,-0.061,
1.511,0.805,-0.061,
1.504,0.817,-0.061,
1.503,0.832,-0.061,
1.505,0.848,-0.06,
1.509,0.866,-0.06,
1.511,0.884,-0.06,
1.521,0.906,-0.059,
1.533,0.929,-0.059,
1.527,0.942,-0.059,
1.521,0.955,-0.059,
1.53,0.977,-0.058,
1.568,1.019,-0.057,
1.646,1.088,-0.056,
1.644,1.105,-0.056,
1.588,1.085,-0.056,
1.578,1.096,-0.056,
1.568,1.108,-0.056,
1.538,1.104,-0.056,
1.529,1.116,-0.056,
1.517,1.125,-0.056,
1.513,1.141,-0.056,
1.516,1.161,-0.055,
1.518,1.182,-0.055,
1.523,1.204,-0.054,
1.539,1.236,-0.054,
1.528,1.247,-0.054,
1.524,1.263,-0.053,
1.519,1.279,-0.053,
1.511,1.292,-0.053,
1.498,1.301,-0.053,
1.487,1.311,-0.052,
1.477,1.323,-0.052,
1.473,1.34,-0.052,
1.47,1.357,-0.052,
1.467,1.375,-0.051,
1.468,1.397,-0.051,
1.471,1.421,-0.05,
1.475,1.447,-0.05,
1.481,1.475,-0.049,
1.482,1.498,-0.049,
1.487,1.527,-0.048,
1.49,1.553,-0.048,
1.491,1.577,-0.047,
1.489,1.599,-0.047,
1.492,1.627,-0.046,
1.494,1.653,-0.045,
1.496,1.681,-0.045,
1.493,1.703,-0.044,
1.499,1.736,-0.044,
1.505,1.769,-0.043,
1.513,1.805,-0.042,
1.516,1.837,-0.041,
1.518,1.867,-0.041,
1.523,1.903,-0.04,
1.535,1.947,-0.039,
1.535,1.977,-0.038,
1.535,2.007,-0.038,
1.533,2.035,-0.037,
1.535,2.071,-0.036,
1.538,2.107,-0.035,
1.536,2.137,-0.034,
1.526,2.157,-0.034,
1.517,2.178,-0.033,
1.504,2.194,-0.033,
1.487,2.203,-0.033,
1.47,2.212,-0.032,
1.449,2.217,-0.032,
1.432,2.227,-0.032,
1.411,2.23,-0.032,
1.385,2.224,-0.032,
0,0,0,
1.334,2.215,-0.031,
0,0,0,
0,0,0,
0,0,0,
1.263,2.244,-0.03,
1.24,2.242,-0.03,
1.22,2.245,-0.03,
1.199,2.244,-0.03,
1.177,2.243,-0.03,
1.161,2.254,-0.029,
1.14,2.253,-0.029,
1.119,2.253,-0.029,
1.097,2.249,-0.029,
1.077,2.25,-0.029,
1.058,2.253,-0.029,
0,0,0,
1.015,2.246,-0.028,
0.996,2.248,-0.028,
0.975,2.245,-0.028,
0.956,2.247,-0.028,
0.937,2.247,-0.028,
0.917,2.247,-0.027,
0.897,2.244,-0.027,
0.878,2.243,-0.027,
0.859,2.244,-0.027,
0.839,2.24,-0.027,
0.821,2.242,-0.027,
0.802,2.242,-0.026,
0.78,2.23,-0.027,
0.757,2.217,-0.027,
0.74,2.22,-0.026,
0.723,2.225,-0.026,
0.706,2.229,-0.026,
0.691,2.238,-0.025,
0.677,2.248,-0.025,
0.659,2.249,-0.025,
0.643,2.255,-0.024,
0.629,2.269,-0.024,
0.61,2.264,-0.024,
0.581,2.223,-0.024,
0.577,2.273,-0.023,
0.555,2.258,-0.023,
0.538,2.26,-0.023,
0.549,2.381,-0.02,
0.534,2.397,-0.019,
0.54,2.507,-0.016,
0.521,2.51,-0.016,
0.502,2.509,-0.015,
0.485,2.52,-0.015,
0.466,2.522,-0.015,
0.448,2.526,-0.014,
0.43,2.531,-0.014,
0.412,2.535,-0.013,
0.392,2.534,-0.013,
0.374,2.539,-0.013,
0.356,2.544,-0.012,
0.338,2.55,-0.012,
0.319,2.55,-0.012,
0.301,2.553,-0.011,
0.282,2.552,-0.011,
0.263,2.553,-0.011,
0.244,2.554,-0.01,
0.226,2.552,-0.01,
0.207,2.548,-0.01,
0.187,2.539,-0.01,
0.169,2.537,-0.01,
0.15,2.531,-0.009,
0.253,4.869,0.055,
0.217,4.857,0.055,
0.181,4.845,0.055,
0.145,4.808,0.055,
0.11,4.795,0.055,
0.075,4.808,0.056,
0.04,4.826,0.057,
0.005,4.834,0.058,
-0.029,4.83,0.059,
-0.064,4.837,0.059,
-0.098,4.813,0.059,
-0.133,4.814,0.06,
-0.167,4.794,0.06,
-0.2,4.749,0.06,
-0.233,4.724,0.06,
-0.266,4.694,0.059,
0,0,0,
-0.162,2.271,-0.011,
-0.176,2.244,-0.011,
-0.192,2.234,-0.011,
-0.207,2.224,-0.011,
-0.223,2.214,-0.011,
-0.223,2.068,-0.015,
-0.225,1.95,-0.019,
-0.239,1.951,-0.018,
-0.253,1.946,-0.018,
-0.266,1.939,-0.018,
-0.278,1.921,-0.018,
-0.292,1.916,-0.018,
-0.305,1.907,-0.018,
-0.316,1.893,-0.018,
-0.327,1.87,-0.019,
-0.337,1.848,-0.019,
-0.344,1.814,-0.02,
-0.352,1.782,-0.021,
-0.359,1.753,-0.021,
-0.365,1.716,-0.022,
-0.369,1.677,-0.023,
-0.374,1.641,-0.024,
-0.38,1.611,-0.025,
-0.386,1.586,-0.025,
-0.392,1.561,-0.026,
-0.397,1.535,-0.026,
-0.404,1.513,-0.027,
-0.41,1.495,-0.027,
-0.419,1.485,-0.027,
-0.427,1.471,-0.027,
-0.434,1.454,-0.028,
-0.436,1.424,-0.028,
0,0,0,
-0.225,0.698,-0.054,
-0.23,0.695,-0.054,
-0.235,0.694,-0.054,
0,0,0,
-0.245,0.69,-0.054,
-0.249,0.686,-0.053,
-0.254,0.683,-0.053,
-0.451,1.186,-0.034,
-0.458,1.179,-0.034,
-0.465,1.171,-0.034,
-0.472,1.164,-0.034,
-0.48,1.158,-0.034,
-0.482,1.141,-0.034,
-0.49,1.134,-0.034,
-0.489,1.11,-0.035,
-0.49,1.09,-0.035,
-0.497,1.084,-0.035,
-0.497,1.064,-0.036,
-0.504,1.058,-0.036,
-0.461,0.95,-0.04,
-0.464,0.939,-0.04,
-0.468,0.929,-0.04,
-0.473,0.922,-0.04,
-0.478,0.915,-0.04,
-0.481,0.905,-0.04,
-0.486,0.897,-0.04,
-0.489,0.889,-0.04,
-0.495,0.882,-0.04,
-0.499,0.875,-0.04,
-0.503,0.867,-0.04,
-0.506,0.858,-0.041,
-0.508,0.847,-0.041,
-0.51,0.836,-0.041,
-0.511,0.824,-0.041,
-0.511,0.81,-0.042,
-0.511,0.797,-0.042,
-0.511,0.784,-0.042,
-0.512,0.772,-0.042,
-0.512,0.76,-0.043,
-0.512,0.748,-0.043,
-0.513,0.738,-0.043,
-0.516,0.73,-0.043,
-0.519,0.724,-0.043,
-0.522,0.716,-0.043,
-0.525,0.709,-0.043,
0,0,0,
-0.407,0.533,-0.052,
-0.411,0.531,-0.051,
-0.417,0.529,-0.051,
-0.42,0.526,-0.051,
-0.424,0.522,-0.051,
-0.426,0.517,-0.051,
-0.431,0.515,-0.051,
-0.436,0.513,-0.051,
-0.441,0.511,-0.051,
-0.444,0.507,-0.051,
-0.448,0.504,-0.051,
-0.45,0.499,-0.05,
-0.454,0.495,-0.05,
-0.456,0.49,-0.05,
-0.46,0.487,-0.05,
-0.463,0.483,-0.05,
-0.458,0.47,-0.051,
-0.458,0.463,-0.051,
-0.456,0.454,-0.051,
-0.456,0.448,-0.051,
-0.458,0.443,-0.051,
-0.459,0.437,-0.051,
-0.46,0.432,-0.051,
-0.461,0.426,-0.051,
-0.462,0.42,-0.051,
-0.462,0.414,-0.051,
-0.463,0.408,-0.051,
-0.463,0.403,-0.052,
-0.464,0.397,-0.052,
-0.465,0.392,-0.052,
-0.467,0.388,-0.052,
-0.469,0.383,-0.052,
-0.469,0.377,-0.052,
-0.449,0.356,-0.053,
-0.453,0.353,-0.053,
-0.455,0.349,-0.053,
-0.458,0.346,-0.053,
-0.46,0.342,-0.053,
-0.463,0.338,-0.052,
-0.465,0.335,-0.052,
-0.467,0.33,-0.052,
-0.467,0.325,-0.052,
-0.468,0.32,-0.052,
-0.468,0.315,-0.052,
-0.468,0.31,-0.053,
-0.468,0.305,-0.053,
-0.468,0.3,-0.053,
-0.468,0.295,-0.053,
-0.468,0.289,-0.053,
-0.468,0.285,-0.053,
-0.468,0.28,-0.053,
-0.468,0.274,-0.053,
-0.468,0.27,-0.053,
-0.468,0.265,-0.053,
-0.468,0.26,-0.053,
-0.468,0.255,-0.053,
-0.468,0.25,-0.053,
-0.468,0.245,-0.053,
-0.468,0.241,-0.053,
-0.469,0.237,-0.053,
-0.47,0.233,-0.053,
-0.471,0.229,-0.053,
-0.473,0.225,-0.053,
-0.475,0.221,-0.053,
-0.423,0.193,-0.056,
-0.425,0.189,-0.056,
0,0,0,
0,0,0,
-0.431,0.18,-0.056,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-0.212,0.07,-0.068,
-0.213,0.069,-0.068,
-0.214,0.067,-0.067,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-0.425,0.072,-0.056,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,
-23.131,-23.131,-23.131,

